CMS Certification Number (CCN),Network,Facility Name,Five Star,Address Line 1,City/Town,State,ZIP Code,County/Parish,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Patient Survival Category Text,Number of Patients included in survival summary,Mortality Rate (Facility),Patient hospitalization category text,Hospitalization Rate (Facility),Patient Hospital Readmission Category,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Patient Transfusion category text,Transfusion Rate (Facility),Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,Standardized ED visits ratio (Facility),Standardized ED visits within 30 days of hospital discharge ratio (Facility),Standard Infection Ratio,Fistula Category Text,Fistula Rate (Facility),Healthcare worker COVID-19 vaccination adherence percentage,Number of Dialysis Patients with Hgb data,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL
332686,2,US RENAL CARE CHEEKTOWAGA DIALYSIS,3,"2875 UNION ROAD, SUITE 13 C/D",CHEEKTOWAGA,NY,14227,Erie,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,Yes,Yes,As Expected,380,25.3,As Expected,126.1,As Expected,80,30,As Expected,12,50,3.53,As Expected,87,25.2,0.58,0.98,0.27,As Expected,58.4,0,30,874,1,5,40,24,24,7
502523,16,NKC BURIEN KIDNEY CENTER,3,12901 20th Ave South,SeaTac,WA,98168,King,Non-profit,Yes,Northwest Kidney Centers,Yes,21,Yes,Yes,Yes,As Expected,449,24.9,As Expected,129.7,As Expected,91,27,As Expected,13.2,52,1.01,As Expected,144,10.5,0.62,1.25,0.94,As Expected,70.4,13,45,1431,3,5,19,21,28,27
112631,6,DaVita Abercorn Dialysis,3,11706 MERCY BLVD,SAVANNAH,GA,31419,Chatham,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,210,20.5,As Expected,137.2,As Expected,60,21.4,As Expected,37.6,17,,As Expected,50,3.8,1.2,1.12,0.21,As Expected,55.5,0,17,559,1,6,18,27,32,17
182305,9,KENTUCKY CHILDRENS HOSPITAL,,"800 ROSE STREET, MN-109",LEXINGTON,KY,40536,Fayette,Non-profit,No,Independent,No,0,Yes,Yes,No,Not Available,5,,Not Available,,Not Available,4,,Not Available,,7,,As Expected,11,15.8,,,,Not Available,,,0,25,,,,,,
332679,2,DaVita Southtowns Dialysis,3,"4910 CAMP ROAD, SUITE 100",HAMBURG,NY,14075,Erie,Profit,Yes,DaVita,No,25,Yes,Yes,Yes,As Expected,385,22.3,As Expected,149.3,As Expected,76,24.9,As Expected,19.1,43,0.91,As Expected,59,14.6,1.05,1.49,0.16,As Expected,73.3,3,21,531,0,8,21,23,32,17
342712,6,DaVita Sampson County Home Training,,331 North Blvd,CLINTON,NC,28328,Sampson,Profit,Yes,DaVita,No,5,No,Yes,No,Not Available,24,,Not Available,,Not Available,0,,Not Available,,5,,Not Available,7,,,,,Not Available,,,0,48,,,,,,
252567,8,RCG TUNICA,1,1821 US HIGHWAY 61 NORTH,TUNICA,MS,38676,Tunica,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,247,18.3,As Expected,166.6,As Expected,64,24,Not Available,,28,0.77,As Expected,57,8.4,1.11,1.15,0.14,As Expected,37.6,0,11,583,1,5,15,20,26,34
52856,18,DaVita Washington Plaza Dialysis Center,2,516 E. Washington Blvd.,Los Angeles,CA,90015,Los Angeles,Profit,Yes,DaVita,No,25,Yes,No,No,As Expected,260,27.5,As Expected,144.3,As Expected,56,30.5,As Expected,0,38,0,As Expected,106,8.7,0.77,0.66,0.09,As Expected,62.8,2,26,1184,1,3,17,22,25,33
332586,2,FMS-AMSTERDAM DIALYSIS CENTER,3,1810 RIVERFRONT CENTER,AMSTERDAM,NY,12010,Montgomery,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,204,15.1,As Expected,123.4,As Expected,37,26.4,As Expected,44.7,9,,As Expected,44,10.9,1.97,2.06,0,As Expected,58.6,0,19,448,0,6,23,28,23,19
282503,12,DaVita Capital City Dialysis,3,307 N 46th St,LINCOLN,NE,68503,Lancaster,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,222,18.4,As Expected,177.1,As Expected,51,26.2,As Expected,28.2,12,,As Expected,49,4.8,0.99,1.09,1.25,As Expected,79.8,0,16,515,1,5,22,31,27,14
552734,18,LIBERTY DIALYSIS - WEST PASADENA,3,757 S. Raymond Avenue,PASADENA,CA,91105,Los Angeles,Profit,Yes,Fresenius Medical Care,No,21,Yes,Yes,Yes,As Expected,404,13.9,As Expected,137.2,As Expected,91,22.5,As Expected,21.5,43,1.05,As Expected,80,24.5,0.47,1.01,0.45,As Expected,60.3,0,43,1165,3,9,27,29,20,14
262600,12,FMC Dialysis Services of Lincoln County,1,"9 Lincoln Center, Hwy 47, #a",TROY,MO,63379,Lincoln,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,Yes,As Expected,140,21.8,As Expected,138,As Expected,50,25.8,Not Available,,19,,As Expected,34,5.1,0.97,0.76,0.24,As Expected,35.1,0,11,361,1,3,15,26,35,22
672585,14,DaVita Dialysis Cottage,2,1902 HOSPITAL BLVD,GAINESVILLE,TX,76240,Cooke,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,As Expected,201,16.9,As Expected,172.2,As Expected,71,34,As Expected,53,18,,As Expected,45,1.9,1.33,1,0,As Expected,52,0,23,500,0,4,25,34,22,15
482302,3,Governor Juan F. Luis Hospital,1,4007 EST Diamond Ruby,CHRISTIANSTED,VI,820,Saint Croix,Non-profit,No,Independent,Yes,7,Yes,No,No,As Expected,99,19.7,As Expected,100.2,Not Available,10,,As Expected,26.1,9,,As Expected,30,5.5,0.9,2.2,,Worse than Expected,2.3,,0,325,3,7,20,26,30,17
392714,4,FKC Nazareth,3,2601 Holme Avenue,Philadelphia,PA,19152,Philadelphia,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,274,19.7,As Expected,117.9,As Expected,51,28.8,As Expected,7.5,32,0.98,As Expected,65,19.5,0.85,0.84,0.16,As Expected,53.1,0,12,662,1,8,23,28,26,15
222533,1,DaVita Northeast Cambridge Dialysis,4,799 Concord Avenue,CAMBRIDGE,MA,2138,Middlesex,Profit,Yes,DaVita,No,18,Yes,Yes,Yes,Better than Expected,285,12.6,As Expected,139,As Expected,87,27.2,As Expected,35.3,27,2.43,As Expected,57,29.3,1.27,0.8,0.35,As Expected,54.8,0,34,852,4,6,20,31,28,16
112871,6,FRESENIUS KIDNEY CARE LA GRANGE HOME,,1300 LAFAYETTE PKWY,LAGRANGE,GA,30241,Troup,Profit,Yes,Fresenius Medical Care,No,11,Yes,Yes,Yes,As Expected,142,31.7,As Expected,163.9,As Expected,13,21.9,Not Available,,28,1.1,As Expected,27,9.3,0.77,0,,Not Available,,0,4,218,0,3,19,28,35,15
682700,7,Kidney Center of Plant City LLC,1,"2501 Paul Buchman Hwy, Ste B",Plant City,FL,33563,Hillsborough,Profit,Yes,American Renal Associates,No,12,Yes,No,No,As Expected,154,29.9,As Expected,149.2,As Expected,68,24.5,Not Available,,38,1.46,As Expected,54,7.6,1.26,1.11,0.83,As Expected,46.4,0,14,548,2,3,27,34,22,14
362643,9,DCI - PORTSMOUTH,2,1207 17TH STREET,PORTSMOUTH,OH,45662,Scioto,Non-profit,Yes,"Dialysis Clinic, Inc.",No,24,Yes,Yes,Yes,Worse than Expected,255,31,As Expected,164,As Expected,62,25.6,As Expected,57.9,36,0,As Expected,47,9.9,1.61,1.73,0,As Expected,71.3,4,2,525,3,13,30,26,22,9
852579,6,"Home Dialysis Services Norcross, LLC",,"3780 Holcomb Bridge Road, Suite E",Norcross,GA,30092,Gwinnett,Profit,Yes,Other,No,1,No,Yes,Yes,As Expected,64,38.8,As Expected,199.3,Not Available,10,,Not Available,,23,1.21,As Expected,44,14.8,,0.58,,Not Available,,,2,294,3,4,21,25,31,18
232685,11,GHS WESTERN REGIONAL HOME DIALYSIS,,39525 W 14 MILE RD STE 200,NOVI,MI,48377,Oakland,Non-profit,Yes,Greenfield Health Systems,No,3,No,Yes,Yes,As Expected,136,15.4,Worse than Expected,240.7,As Expected,39,33,Not Available,,7,,As Expected,40,19.6,0.62,0,,Not Available,,,6,335,1,7,16,26,33,18
332632,2,DCI - RUBIN DIALYSIS CENTERS - CLIFTON PARK,3,21 CROSSING BOULEVARD,CLIFTON PARK,NY,12065,Saratoga,Non-profit,Yes,"Dialysis Clinic, Inc.",Yes,20,Yes,Yes,Yes,As Expected,438,18.3,As Expected,123.3,As Expected,85,24.8,As Expected,2.7,47,0.32,As Expected,80,15.5,0.6,0.68,0.18,As Expected,66.5,3,14,1073,2,9,26,34,20,10
742578,14,LIBERTY DIALYSIS - PLANO DEXTER,1,4708 DEXTER DR,Plano,TX,75093,Collin,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,No,No,As Expected,55,32.7,As Expected,207.6,As Expected,37,34.7,Not Available,,22,0.89,As Expected,44,6.6,1.72,2.01,0.25,As Expected,61.2,,10,337,0,12,30,28,20,10
192589,13,FMCNA - PICARDY KIDNEY CTR,4,7638 PICARDY AVE STE A,BATON ROUGE,LA,70808,East Baton Rouge,Profit,Yes,Fresenius Medical Care,Yes,20,Yes,No,No,As Expected,213,30.6,As Expected,126.3,As Expected,47,23.3,As Expected,21.3,15,,As Expected,54,11.6,0.97,1.38,0,As Expected,70,0,13,570,0,8,22,34,20,16
112855,6,DaVita McDuffie Dialysis,4,621 McNEIL CIRCLE,THOMSON,GA,30824,McDuffie,Profit,Yes,DaVita,No,17,Yes,No,No,As Expected,231,16.4,As Expected,128.6,As Expected,46,21.4,As Expected,0,12,,As Expected,43,3.6,0.73,1.9,0,As Expected,52.8,0,18,623,0,15,29,31,19,6
552630,18,DaVita Fountain Valley Dialysis,2,"17150 Euclid Street, Suite 111",Fountain Valley,CA,92708,Orange,Profit,Yes,DaVita,No,21,Yes,No,No,As Expected,335,24.6,As Expected,127.7,As Expected,70,25,As Expected,45.3,48,0.2,As Expected,88,15.8,1.06,0.57,0.28,As Expected,69.6,3,25,1012,1,9,20,28,22,21
212728,5,DaVita Gaithersburg Dialysis,4,202 Perry Parkway,GAITHERSBURG,MD,20877,Montgomery,Profit,Yes,DaVita,No,16,Yes,No,No,As Expected,117,15.2,As Expected,92.9,As Expected,20,13.8,As Expected,38.1,20,1.45,As Expected,44,16.3,0.73,1.72,0,As Expected,58.1,5,23,436,1,9,21,34,22,15
102880,7,DaVita Winter Garden Dialysis,1,1222 WINTER GARDEN VINELAND ROAD,WINTER GARDEN,FL,34787,Orange,Profit,Yes,DaVita,No,16,Yes,No,No,As Expected,178,14.4,Worse than Expected,216.9,As Expected,68,32.1,Not Available,,21,0,As Expected,63,10.4,0.78,0.13,0.18,As Expected,51.9,0,13,487,3,12,25,31,18,14
142523,10,FMC - WEST BELMONT,2,4943 W BELMONT AVE.,CHICAGO,IL,60641,Cook,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,197,16.8,As Expected,149.6,As Expected,44,30.9,As Expected,39,26,0,As Expected,72,18.2,0.79,0.21,0.26,As Expected,58.1,0,18,838,1,10,23,32,19,16
142795,10,DaVita Belvidere Dialysis,5,1751 HENRY LUCKOW LANE,BELVIDERE,IL,61008,Boone,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,147,12.5,As Expected,118.3,As Expected,23,14.2,As Expected,19.8,9,,As Expected,26,19.6,1.32,1.2,0.27,As Expected,57.9,0,18,440,0,8,29,34,19,10
182610,9,FMC - MASONIC HOME DIALYSIS,2,3501 MOYERS CIRCLE,MASONIC HOME,KY,40041,Jefferson,Profit,Yes,Fresenius Medical Care,Yes,16,Yes,No,No,As Expected,218,26,As Expected,133.3,As Expected,33,31,As Expected,46.6,21,,Worse than Expected,12,0,0.7,1.01,0,As Expected,59.1,0,16,263,1,8,21,38,25,8
212743,5,DaVita Severn River Dialysis,3,163 Jennifer Rd,Annapolis,MD,21401,Anne Arundel,Profit,Yes,DaVita,No,15,Yes,No,No,As Expected,65,16.5,As Expected,118.7,As Expected,17,29.4,As Expected,49.2,6,,As Expected,21,22.6,1.64,1.67,0.63,As Expected,53.5,0,17,251,2,8,21,26,34,11
222553,1,Fresenius Medical Care of Mashpee,5,34 Bates Road,MASHPEE,MA,2649,Barnstable,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,253,19.8,As Expected,153,As Expected,41,29.1,As Expected,39.6,25,1.49,Better than Expected,48,39.8,1.52,1.25,0,As Expected,74.5,16,22,530,1,5,20,26,31,18
682650,7,DaVita Emerald Coast Dialysis,2,1112 Hospital Rd,FORT WALTON BEACH,FL,32547,Okaloosa,Profit,Yes,DaVita,No,16,Yes,Yes,No,As Expected,169,23,As Expected,182.1,As Expected,45,26,Not Available,,25,0.47,As Expected,31,25.9,0.97,1.18,0,As Expected,50.5,0,15,340,2,9,23,27,27,14
332846,2,Davita Massapequa Dialysis,,1071 North Broadway,Massapequa,NY,11758,Nassau,Profit,Yes,DaVita,No,17,Yes,No,No,Not Available,3,,Not Available,,Not Available,1,,Not Available,,0,,Not Available,4,,,,,Not Available,,0,1,32,,,,,,
672828,14,Diamond Dialysis -Missouri City,1,5603 Highway 6,MISSOURI CITY,TX,77459,Fort Bend,Profit,No,Independent,No,13,Yes,Yes,No,As Expected,183,15.7,As Expected,154,As Expected,51,26.7,As Expected,0,39,0.22,As Expected,57,20.1,0.87,1.13,,Worse than Expected,34.2,,20,564,4,5,17,26,28,23
742524,14,FKC Baytown Home,4,1671 ROLLINGBROOK DR,Baytown,TX,77521,Harris,Profit,Yes,Fresenius Medical Care,No,1,No,Yes,Yes,As Expected,144,20.5,As Expected,132.6,As Expected,14,28.5,Not Available,,13,,As Expected,60,19.8,0.16,0,,Better than Expected,90.1,0,3,388,5,8,23,33,21,14
12561,8,FKC Arab,4,310 South Brindlee Mountain Parkway,Arab,AL,35016,Marshall,Profit,Yes,Fresenius Medical Care,Yes,24,Yes,No,No,As Expected,231,29.1,As Expected,113.7,As Expected,38,17.7,As Expected,27.4,33,0.84,As Expected,40,12.1,1.03,1.29,0,As Expected,69.3,0,14,452,1,11,25,25,23,16
852604,6,DaVita Bellemeade Dialysis,,3240 S Cobb Dr SE STE 800,Smyrna,GA,30080,Cobb,Profit,Yes,DaVita,No,17,Yes,Yes,Yes,Not Available,8,,Not Available,,Not Available,8,,Not Available,,0,,As Expected,23,10.9,,,,As Expected,64.9,0,5,106,0,5,20,35,25,15
32587,15,032587 DEER VALLEY DIALYSIS (FMC),4,21241 N 23RD AVE STE 11,PHOENIX,AZ,85027,Maricopa,Profit,Yes,Fresenius Medical Care,No,19,Yes,No,No,As Expected,317,18.6,As Expected,85,As Expected,49,20.1,As Expected,31,42,1.41,As Expected,70,11.8,1.03,1.21,0.18,As Expected,63.7,0,19,727,2,10,26,28,24,12
142635,10,DaVita Chicago Heights Dialysis,3,177 W JOE ORR RD,CHICAGO HEIGHTS,IL,60411,Cook,Profit,Yes,DaVita,Yes,16,Yes,Yes,No,As Expected,139,10.9,As Expected,147.2,As Expected,28,22.4,Not Available,,4,,Worse than Expected,29,2.2,0.58,0.37,0,As Expected,60.5,5,8,316,1,7,15,21,30,26
312572,3,DaVita Renal Care of Newton,5,Renal Center of Newton,NEWTON,NJ,7860,Sussex,Profit,Yes,DaVita,No,21,Yes,Yes,Yes,As Expected,416,21.1,As Expected,154.4,As Expected,110,31.1,As Expected,17.2,33,2.92,As Expected,87,29.3,0.31,0.6,0.12,Better than Expected,80.4,3,42,941,0,7,21,30,26,16
142754,10,FMC - CICERO,3,3000 S CICERO AVE,CICERO,IL,60804,Cook,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,As Expected,285,13,As Expected,133.8,As Expected,55,29.5,Not Available,,49,0.78,As Expected,113,14.6,0.61,0.92,0.1,As Expected,65.3,0,24,1112,2,11,25,28,23,13
102529,7,FRESENIUS KIDNEY CARE SEVEN SPRINGS,1,9332 State Road 54,Trinity,FL,34655,Pasco,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,Yes,As Expected,260,25.2,As Expected,193.3,As Expected,82,30.4,As Expected,50.2,39,1.82,As Expected,78,23.6,0.6,0.67,0.68,As Expected,46,0,17,704,4,6,19,25,26,24
672566,14,US RENAL CARE LAREDO SOUTH DIALYSIS,4,4602 BENCHA ROAD,LAREDO,TX,78041,Webb,Profit,Yes,"US Renal Care, Inc.",No,24,Yes,Yes,Yes,As Expected,413,26.8,As Expected,153.7,As Expected,93,28.3,As Expected,24.3,57,2.34,As Expected,91,16.8,1.09,0.75,0.22,As Expected,58.5,0,23,871,0,5,44,15,22,15
852523,6,Pure Life Renal of Perimeter,3,6160 Peachtree Dunwoody Road,ATLANTA,GA,30328,Fulton,Profit,No,Independent,No,17,Yes,Yes,Yes,As Expected,149,31.9,As Expected,137.8,As Expected,44,21.4,As Expected,56.3,35,1.84,As Expected,53,17,0.6,0.67,,As Expected,65.3,,18,511,1,6,20,25,30,20
182616,9,DaVita General Butler Dialysis,3,329 FLOYD DRIVE,CARROLLTON,KY,41008,Carroll,Profit,Yes,DaVita,No,8,Yes,No,No,As Expected,74,19.6,As Expected,122.6,As Expected,17,46.2,Not Available,,14,,As Expected,15,22.4,,,0.94,As Expected,52.1,0,2,194,0,4,15,31,25,26
243533,11,SATELLITE DIALYSIS - ORTONVILLE,,814 ROY ST,ORTONVILLE,MN,56278,Big Stone,Non-profit,No,Independent,No,7,Yes,No,No,As Expected,32,16.4,As Expected,87.4,Not Available,2,,Not Available,,1,,Not Available,9,,,,,Not Available,,,1,72,,,,,,
672856,14,USRC Conway Dialysis,2,200 West 2 Mile Road,MISSION,TX,78574,Hidalgo,Profit,Yes,"US Renal Care, Inc.",No,25,Yes,No,No,As Expected,382,21.7,As Expected,186.7,Worse than Expected,106,40.3,As Expected,24.7,48,0.87,As Expected,98,12.6,0.67,1,0.23,As Expected,58.6,0,15,1051,0,6,42,24,23,6
742585,14,DaVita Garden Oaks Dialysis,1,2001 W 34th St,Houston,TX,77018,Harris,Profit,Yes,DaVita,No,21,Yes,Yes,No,As Expected,127,25.4,As Expected,123.5,As Expected,38,37.3,As Expected,58.2,23,,As Expected,69,9.1,0.96,0.73,0,As Expected,56.9,1,16,681,1,7,22,30,27,14
302511,1,DaVita Derry Dialysis,5,1 Action Blvd,LONDONDERRY,NH,3053,Rockingham,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,As Expected,152,21.7,As Expected,109.7,As Expected,42,16.4,As Expected,15.1,18,,Better than Expected,51,41.3,0.72,0.58,0.23,As Expected,72.9,5,24,504,0,10,25,29,19,17
252598,8,FKC Meridian Home,2,2400 15th ST,Meridian,MS,39301,Lauderdale,Profit,Yes,Fresenius Medical Care,No,1,No,Yes,Yes,As Expected,228,38.6,As Expected,120.4,As Expected,47,29,As Expected,22.7,26,0.39,As Expected,110,12.6,0.83,0.83,,As Expected,56.6,0,27,828,1,10,21,29,24,17
752520,18,DaVita San Marino Home Training Center,,900 Huntington Drive Suite. B,San Marino,CA,91108,Los Angeles,Profit,Yes,DaVita,No,7,No,Yes,Yes,Better than Expected,103,4.7,As Expected,93.5,As Expected,25,37.2,As Expected,7.1,15,,As Expected,53,32.9,0.39,0.81,,Not Available,,0,29,602,0,2,21,29,28,19
502614,16,NKC PANTHER LAKE KIDNEY CENTER,,10821 SE 204th Street,Kent,WA,98031,King,Non-profit,Yes,Northwest Kidney Centers,No,11,Yes,Yes,Yes,Not Available,2,,Not Available,,Not Available,2,,Not Available,,0,,As Expected,24,28,,,,Better than Expected,84.5,,1,75,9,3,13,25,35,24
42518,13,FMCNA - FAULKNER COUNTY,1,201 SKYLINE DR  STE 32,CONWAY,AR,72032,Faulkner,Profit,Yes,Fresenius Medical Care,No,10,Yes,No,No,As Expected,120,28.1,As Expected,136.3,As Expected,26,43,Not Available,,15,,As Expected,28,10.2,1.31,1.3,0,As Expected,47.6,0,8,265,4,6,25,34,10,25
342660,6,DaVita Mayland Dialysis Center,4,575 ALTAPASS HWY,SPRUCE PINE,NC,28777,Mitchell,Profit,Yes,DaVita,No,9,Yes,No,No,As Expected,102,20.7,As Expected,92.2,As Expected,17,25.8,Not Available,,11,,As Expected,20,22.2,0.49,1.69,0.45,As Expected,79.8,,6,254,1,4,14,29,30,23
142841,10,FMC - ZION,2,1920 Sheridan Road,ZION,IL,60099,Lake,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,177,18,As Expected,163,As Expected,31,26.8,Not Available,,16,,As Expected,44,11.3,1.02,1.01,0.42,As Expected,48.1,0,18,417,2,5,18,32,27,18
442630,8,RCG FRANKLIN,5,1120 LAKEVIEW DRIVE,FRANKLIN,TN,37067,Williamson,Profit,Yes,Fresenius Medical Care,No,25,Yes,No,No,As Expected,259,26.5,As Expected,158.6,Worse than Expected,44,43.6,Not Available,,25,3.23,Better than Expected,50,43.7,1.03,1.19,0,As Expected,61.4,0,12,566,1,11,23,23,25,18
452654,14,DaVita Dialysis Care of McAllen,1,411 LINDBERG AVENUE,MCALLEN,TX,78501,Hidalgo,Profit,Yes,DaVita,No,32,Yes,Yes,No,As Expected,436,27.2,As Expected,177.1,Worse than Expected,82,41.9,Not Available,,30,0,As Expected,96,6.2,1.17,1.2,0,As Expected,64,3,20,959,0,10,24,31,16,19
242314,11,SANFORD WORTHINGTON MEDICAL CENTER,5,1018 6TH AVE,WORTHINGTON,MN,56187,Nobles,Non-profit,Yes,Sanford Health,No,8,Yes,No,No,As Expected,92,28.5,As Expected,104.9,Not Available,8,,Not Available,,6,,As Expected,24,21.2,0.69,0,0.79,As Expected,80.8,0,8,295,0,13,33,34,19,1
752549,18,CARE DIALYSIS CENTER,2,1510 S CENTRAL AVE STE 140,GLENDALE,CA,91204,Los Angeles,Profit,No,Independent,No,11,Yes,No,No,As Expected,40,17.6,As Expected,193.5,As Expected,40,24,Not Available,,4,,As Expected,28,10.7,1,1.14,,As Expected,60.1,,9,251,3,9,19,25,32,14
192724,13,DaVita Fremaux Dialysis,2,1566 SHORTCUT HWY,SLIDELL,LA,70458,Saint Tammany,Profit,Yes,DaVita,No,13,Yes,No,No,As Expected,204,22.3,As Expected,178.9,As Expected,65,31.7,Not Available,,28,1.16,As Expected,51,10.9,2.23,1.71,0.18,As Expected,63.9,0,11,527,1,3,16,27,30,24
362759,9,US RENAL CARE OF KENWOOD,2,"5150 E. GALBRAITH RD., SUITE 101",CINCINNATI,OH,45236,Hamilton,Profit,Yes,"US Renal Care, Inc.",No,18,Yes,Yes,Yes,As Expected,149,13.9,As Expected,128.5,As Expected,24,37.1,Not Available,,9,,As Expected,27,10.7,,,0,As Expected,33.7,0,2,263,0,9,28,27,24,12
112685,6,US Renal Care Murray County Dialysis,4,108 HOSPITAL DRIVE,CHATSWORTH,GA,30705,Murray,Profit,Yes,"US Renal Care, Inc.",No,10,Yes,No,No,As Expected,205,17.8,As Expected,122.1,As Expected,52,24.5,As Expected,15.7,14,,As Expected,52,5.6,0.82,0.67,0.27,As Expected,68.1,,24,501,0,8,23,28,32,9
262661,12,DCI Lake Home Dialysis,4,3797 Osage Beach Parkway Suite B4,Osage Beach,MO,65065,Camden,Non-profit,Yes,"Dialysis Clinic, Inc.",No,1,No,Yes,No,As Expected,93,38.8,As Expected,150.2,As Expected,13,19.8,Not Available,,11,,As Expected,17,42.2,1.42,,,Not Available,,,8,204,1,12,22,27,26,13
152536,9,DaVita North Evansville Dialysis,3,1151 WEST BUENA VISTA ROAD,EVANSVILLE,IN,47710,Vanderburgh,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,248,22.6,As Expected,144.4,As Expected,52,27.1,As Expected,26.5,33,,As Expected,48,16,0.58,1.18,0.11,As Expected,57.6,4,22,572,0,7,20,25,29,19
362570,9,FMC - OHIO RENAL CARE GROUP HOME DIALYSIS PROGRAM,3,2429 Martin Luther King Jr. Drive,CLEVELAND,OH,44120,Cuyahoga,Profit,Yes,Fresenius Medical Care,No,5,No,Yes,Yes,As Expected,241,16.8,As Expected,155.8,As Expected,33,33.3,Not Available,,24,1.9,As Expected,69,26,0.68,0.21,,As Expected,76.9,0,5,434,0,7,20,28,26,19
122529,17,US RENAL CARE WEST OAHU DIALYSIS,4,889 KAMOKILA BLVD,KAPOLEI,HI,96707,Honolulu,Profit,Yes,"US Renal Care, Inc.",No,28,Yes,Yes,Yes,As Expected,495,17.6,As Expected,104.4,As Expected,60,17.5,As Expected,21.5,49,1.11,Better than Expected,113,29.1,0.56,0.6,0.18,As Expected,60.2,0,27,1176,0,6,24,29,26,15
342753,6,DaVita Kenly Dialysis,2,9266 US Highway 301 South,Kenly,NC,27542,Johnston,Profit,Yes,DaVita,No,10,Yes,No,No,As Expected,85,29.2,As Expected,165.3,As Expected,20,28.9,Not Available,,7,,As Expected,21,0.8,,1.56,0.56,As Expected,59.4,0,4,172,0,11,13,26,21,29
442583,8,VANDERBILT DIALYSIS CLINIC,3,"2906 Foster Creighton Drive, Suite 200",Nashville,TN,37204,Davidson,Profit,No,Independent,Yes,46,Yes,Yes,Yes,As Expected,418,18.4,As Expected,128.6,As Expected,107,23.1,As Expected,4.2,52,2.18,As Expected,115,20.7,1.01,1.1,0.32,Worse than Expected,26.2,3,28,1053,0,6,16,22,30,26
142686,10,DaVita Maryville Home Dialysis,2,2102 Vadalabene Drive Suite B,MARYVILLE,IL,62062,Madison,Profit,Yes,DaVita,No,2,No,Yes,Yes,As Expected,156,27.5,As Expected,174,Worse than Expected,41,49.7,As Expected,29.4,13,,As Expected,35,30.9,0.73,2.03,,As Expected,50.1,,12,402,0,4,18,21,27,31
192511,13,FMCNA - METAIRIE,2,4425 UTICA ST,METAIRIE,LA,70006,Jefferson,Profit,Yes,Fresenius Medical Care,Yes,20,Yes,Yes,Yes,As Expected,347,24.3,As Expected,143,Worse than Expected,58,44.7,As Expected,10.6,40,1.46,As Expected,46,16.4,1.02,1.95,0,As Expected,52.2,0,14,631,2,9,20,21,30,20
142753,10,DaVita Shiloh Dialysis,1,1095 NORTH GREEN MOUNT RD,BELLEVILLE,IL,62221,Saint Clair,Profit,Yes,DaVita,No,16,Yes,No,No,As Expected,237,20.6,Worse than Expected,227.4,As Expected,108,33.3,As Expected,16.7,41,0.93,As Expected,59,6.1,1.29,1.22,0,Worse than Expected,29.6,0,27,671,2,6,17,24,32,21
742569,14,FKC Corpus Christi Bayside,3,1121 3RD ST,CORPUS CHRISTI,TX,78404,Nueces,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,72,24.6,As Expected,193.3,As Expected,46,33.8,Not Available,,12,,As Expected,43,17.1,,1.13,0.91,As Expected,75,0,4,256,0,7,17,18,26,33
82505,4,FKC Riverside Park,3,"Riverside Medical Arts Complex, Suite G2",Wilmington,DE,19802,New Castle,Profit,Yes,Fresenius Medical Care,Yes,24,Yes,Yes,Yes,As Expected,432,26.5,As Expected,108.1,As Expected,77,22.7,As Expected,22.2,41,0.45,As Expected,95,18.4,1.07,1.45,0.9,As Expected,53.4,0,29,1075,1,10,22,28,25,16
